Employee_ID,Department,Employee_Level,Expense_Type,Expense_Amount,Approved_Amount,Submission_Delay_Days,Employee_Rating,Years_With_Company,Has_Receipt,Country,Is_Fraudulent,Claim_Difference,Approval_Ratio
E0718,Operations,Executive,Stay,950.96,778.38,18,4.8,6,1,India,0,172.58,0.82
E0719,Finance,Mid,Client Entertainment,544.64,528.5,4,4.9,2,1,India,0,16.14,0.97
E0720,Sales,Executive,Food,1436.5,1424.08,12,3.7,5,1,UK,0,12.42,0.99
E0721,Operations,Junior,Supplies,901.56,877.1,26,4.7,9,1,India,1,24.46,0.97
E0722,Finance,Junior,Client Entertainment,551.75,461.53,4,2.7,7,1,India,1,90.22,0.84
E0723,Finance,Junior,Client Entertainment,964.4,900.43,25,2.3,5,1,Singapore,0,63.97,0.93
E0724,Sales,Mid,Stay,1186.57,885.31,2,3.5,13,1,Singapore,0,301.26,0.75
E0725,HR,Junior,Travel,710.22,517.36,18,4.4,6,1,India,0,192.86,0.73
E0726,Sales,Junior,Supplies,202.76,195.28,16,4.0,10,1,India,0,7.48,0.96
E0727,Finance,Executive,Travel,1050.55,745.19,21,3.9,14,1,UK,1,305.36,0.71
E0728,Sales,Senior,Supplies,513.2,508.94,2,2.1,5,1,India,0,4.26,0.99
E0729,IT,Senior,Food,682.5,615.37,14,3.0,6,1,India,0,67.13,0.9
E0730,Finance,Junior,Stay,1187.64,980.85,16,4.8,4,1,India,0,206.79,0.83
E0731,Finance,Junior,Food,764.84,567.83,12,2.4,8,1,India,0,197.01,0.74
E0732,Sales,Junior,Client Entertainment,943.56,865.21,13,4.2,2,1,USA,0,78.35,0.92
E0733,Sales,Senior,Stay,1581.22,1373.98,29,4.3,5,1,Singapore,0,207.24,0.87
E0734,HR,Executive,Client Entertainment,859.19,784.73,28,4.2,8,1,UK,1,74.46,0.91
E0735,IT,Mid,Food,1808.53,1492.72,25,5.0,14,1,USA,0,315.81,0.83
E0736,Operations,Junior,Supplies,1295.97,932.94,15,3.2,0,1,USA,0,363.03,0.72
E0737,IT,Mid,Client Entertainment,627.45,498.5,24,4.0,4,1,USA,0,128.95,0.79
E0738,Sales,Junior,Travel,809.46,643.12,10,2.6,12,1,USA,0,166.34,0.79
E0739,IT,Mid,Supplies,494.94,347.75,16,3.2,3,1,India,0,147.19,0.7
E0740,IT,Mid,Supplies,1254.98,882.09,4,3.5,8,1,UK,0,372.89,0.7
E0741,HR,Senior,Food,1529.81,1222.66,20,2.6,10,1,Singapore,0,307.15,0.8
E0742,IT,Junior,Food,856.64,786.64,14,4.7,12,1,India,0,70.0,0.92
E0743,Sales,Junior,Stay,255.44,226.63,17,4.1,10,1,Singapore,0,28.81,0.89
E0744,HR,Executive,Stay,1144.19,882.98,15,2.9,0,1,USA,0,261.21,0.77
E0745,IT,Junior,Travel,655.21,577.13,13,2.4,12,0,USA,1,78.08,0.88
E0746,Operations,Junior,Supplies,715.73,640.02,13,2.9,3,1,India,0,75.71,0.89
E0747,IT,Junior,Travel,1124.61,963.53,12,3.9,0,1,UK,0,161.08,0.86
E0748,HR,Junior,Travel,1492.79,1278.44,0,4.5,2,1,Singapore,0,214.35,0.86
E0749,Operations,Mid,Food,1295.8,1050.8,5,3.5,3,1,UK,0,245.0,0.81
E0750,Sales,Senior,Travel,1171.8,863.64,22,2.3,0,1,India,0,308.16,0.74
E0751,Finance,Junior,Travel,937.1,764.34,10,2.7,4,1,India,1,172.76,0.82
E0752,Operations,Mid,Client Entertainment,471.83,379.16,10,3.0,5,1,USA,0,92.67,0.8
E0753,Sales,Mid,Stay,1139.18,999.73,24,3.9,0,0,USA,1,139.45,0.88
E0754,IT,Mid,Stay,1287.09,1231.59,15,2.7,9,1,USA,1,55.5,0.96
E0755,Finance,Senior,Supplies,761.97,619.18,23,2.7,10,1,UAE,1,142.79,0.81
E0756,Sales,Senior,Stay,853.45,779.14,25,2.9,12,1,UK,0,74.31,0.91
E0757,Sales,Junior,Supplies,1444.02,1362.5,2,3.8,12,1,USA,0,81.52,0.94
E0758,HR,Senior,Client Entertainment,843.01,643.66,24,3.5,9,1,India,0,199.35,0.76
E0759,Operations,Mid,Stay,891.78,865.46,16,4.5,13,1,India,0,26.32,0.97
E0760,Sales,Executive,Client Entertainment,964.64,695.63,28,4.1,11,1,UK,0,269.01,0.72
E0761,Finance,Mid,Stay,1266.22,1228.89,21,4.0,12,1,Singapore,0,37.33,0.97
E0762,IT,Executive,Stay,1117.33,836.98,28,2.5,14,1,UK,1,280.35,0.75
E0763,IT,Senior,Client Entertainment,1087.71,871.42,13,2.2,11,1,USA,1,216.29,0.8
E0764,Sales,Junior,Travel,1607.15,1416.81,25,3.5,3,1,India,0,190.34,0.88
E0765,Finance,Mid,Travel,836.19,812.53,1,2.2,3,1,UAE,0,23.66,0.97
E0766,HR,Executive,Travel,619.79,481.39,25,3.1,13,0,UAE,1,138.4,0.78
E0767,Sales,Senior,Travel,1408.84,1308.91,24,2.1,0,0,USA,1,99.93,0.93
E0768,Operations,Junior,Stay,1092.37,997.48,8,2.5,1,1,India,1,94.89,0.91
E0769,IT,Senior,Food,764.3,571.63,7,2.3,10,1,USA,0,192.67,0.75
E0770,Sales,Junior,Client Entertainment,856.05,722.37,28,4.4,9,1,Singapore,1,133.68,0.84
E0771,Finance,Junior,Food,490.43,414.14,10,3.0,4,1,UK,1,76.29,0.84
E0772,Sales,Mid,Food,1092.67,864.72,6,2.2,1,1,UK,0,227.95,0.79
E0773,Finance,Junior,Supplies,415.43,388.0,29,2.8,2,1,India,0,27.43,0.93
E0774,IT,Senior,Travel,1272.81,1244.53,21,4.0,8,1,India,0,28.28,0.98
E0775,Sales,Junior,Stay,791.04,723.78,1,4.2,4,1,India,0,67.26,0.91
E0776,Finance,Senior,Travel,442.39,438.8,29,2.4,0,1,UAE,0,3.59,0.99
E0777,IT,Junior,Travel,1438.9,1029.02,3,4.3,4,1,USA,0,409.88,0.72
E0778,Sales,Junior,Food,1902.56,1353.04,25,3.1,2,0,UK,1,549.52,0.71
E0779,Sales,Junior,Supplies,1174.93,1137.52,22,4.0,0,1,India,1,37.41,0.97
E0780,Sales,Junior,Travel,885.83,858.67,13,4.0,2,1,UAE,0,27.16,0.97
E0781,Sales,Junior,Client Entertainment,615.97,450.98,12,4.4,10,1,Singapore,0,164.99,0.73
E0782,HR,Junior,Client Entertainment,1104.73,891.78,21,4.1,5,1,India,1,212.95,0.81
E0783,IT,Mid,Travel,1254.69,1192.73,24,2.1,9,0,Singapore,1,61.96,0.95
E0784,IT,Junior,Food,1002.76,740.6,12,3.6,4,1,India,1,262.16,0.74
E0785,Finance,Mid,Food,1358.18,1059.69,12,2.5,11,1,India,0,298.49,0.78
E0786,Operations,Mid,Stay,1605.56,1451.9,4,4.9,11,1,India,0,153.66,0.9
E0787,HR,Senior,Supplies,496.12,493.43,27,2.8,0,1,UAE,1,2.69,0.99
E0788,IT,Executive,Food,1117.62,1049.6,11,3.3,10,1,UAE,0,68.02,0.94
E0789,HR,Mid,Stay,238.67,222.72,5,2.6,1,1,India,1,15.95,0.93
E0790,Operations,Junior,Client Entertainment,674.38,541.39,25,2.4,4,1,UK,1,132.99,0.8
E0791,Finance,Junior,Client Entertainment,1287.95,1157.09,21,3.8,8,1,UK,0,130.86,0.9
E0792,HR,Executive,Client Entertainment,981.28,720.19,13,3.5,10,1,Singapore,0,261.09,0.73
E0793,HR,Junior,Travel,355.64,354.82,7,3.1,13,1,India,0,0.82,1.0
E0794,Sales,Junior,Supplies,1419.96,1198.7,23,2.3,11,1,USA,1,221.26,0.84
E0795,Finance,Junior,Stay,782.71,697.89,21,4.2,11,1,UK,0,84.82,0.89
E0796,Operations,Junior,Supplies,1340.35,1290.56,7,2.0,12,1,India,0,49.79,0.96
E0797,Operations,Junior,Travel,1205.07,843.9,6,3.4,4,0,India,0,361.17,0.7
E0798,HR,Senior,Stay,666.75,661.94,16,3.9,4,0,UK,0,4.81,0.99
E0799,Sales,Junior,Stay,1347.56,1088.49,20,3.3,0,1,India,0,259.07,0.81
E0800,Operations,Mid,Food,1127.45,904.07,10,2.4,4,1,UAE,1,223.38,0.8
E0801,Sales,Junior,Supplies,1070.02,795.58,25,4.3,7,0,India,1,274.44,0.74
E0802,Finance,Junior,Supplies,812.74,778.16,9,3.0,8,0,UAE,1,34.58,0.96
E0803,HR,Executive,Food,558.91,537.25,12,2.4,9,1,India,0,21.66,0.96
E0804,Sales,Junior,Client Entertainment,832.53,587.76,9,3.7,2,0,India,0,244.77,0.71
E0805,IT,Senior,Travel,823.82,590.45,20,2.1,3,1,India,0,233.37,0.72
E0806,Sales,Mid,Supplies,1340.65,1307.81,25,3.0,6,0,UK,1,32.84,0.98
E0807,Operations,Junior,Food,340.41,250.83,13,4.3,6,1,UK,0,89.58,0.74
E0808,Operations,Executive,Stay,1588.29,1407.66,8,4.7,0,1,India,0,180.63,0.89
E0809,HR,Junior,Food,1610.24,1426.5,6,3.8,10,1,India,0,183.74,0.89
E0810,Finance,Senior,Client Entertainment,743.6,714.54,6,2.7,5,0,USA,0,29.06,0.96
E0811,Operations,Junior,Travel,1560.63,1360.55,25,2.7,12,1,USA,1,200.08,0.87
E0812,Sales,Senior,Client Entertainment,597.77,496.27,17,3.8,11,1,UK,1,101.5,0.83
E0813,Finance,Junior,Stay,1450.85,1439.7,15,3.2,13,1,India,0,11.15,0.99
E0814,Operations,Mid,Stay,672.14,516.63,7,2.5,8,1,USA,1,155.51,0.77
E0815,Operations,Senior,Stay,1413.37,1100.76,15,4.4,4,1,UK,0,312.61,0.78
E0816,HR,Executive,Stay,425.04,308.34,18,2.6,7,1,UAE,0,116.7,0.73
E0817,HR,Executive,Food,1433.14,1422.53,14,3.0,10,1,UK,0,10.61,0.99
E0818,IT,Senior,Stay,1515.43,1381.93,24,2.2,9,1,India,1,133.5,0.91
E0819,Finance,Senior,Stay,412.17,290.02,14,4.1,10,1,India,0,122.15,0.7
E0820,IT,Junior,Food,1702.9,1551.85,5,2.8,8,1,USA,0,151.05,0.91
E0821,Sales,Junior,Stay,1407.4,1155.81,8,2.7,9,1,USA,1,251.59,0.82
E0822,Finance,Junior,Client Entertainment,200.8,198.85,14,2.9,9,1,Singapore,1,1.95,0.99
E0823,IT,Mid,Client Entertainment,804.02,629.72,24,4.6,12,1,UK,1,174.3,0.78
E0824,IT,Mid,Supplies,1415.04,1292.05,6,3.6,2,1,USA,0,122.99,0.91
E0825,HR,Mid,Client Entertainment,1289.24,1145.15,25,2.5,0,1,USA,1,144.09,0.89
E0826,Operations,Junior,Travel,1044.72,735.08,27,4.3,13,1,USA,0,309.64,0.7
E0827,IT,Mid,Travel,1371.19,1323.97,7,2.6,13,1,India,1,47.22,0.97
E0828,IT,Junior,Travel,650.39,482.51,17,3.2,1,1,India,0,167.88,0.74
E0829,Sales,Junior,Food,1018.95,916.11,20,3.7,4,1,USA,1,102.84,0.9
E0830,HR,Mid,Client Entertainment,661.77,617.21,15,3.8,13,1,India,0,44.56,0.93
E0831,IT,Senior,Travel,1053.92,937.23,14,2.2,9,1,India,0,116.69,0.89
E0832,HR,Senior,Supplies,1400.41,1021.09,2,4.5,6,1,India,0,379.32,0.73
E0833,Finance,Mid,Food,1312.62,1302.85,0,3.4,10,1,India,0,9.77,0.99
E0834,Finance,Junior,Supplies,1089.16,839.79,12,5.0,5,1,India,1,249.37,0.77
E0835,HR,Mid,Client Entertainment,1395.88,1240.04,21,4.2,3,1,UK,0,155.84,0.89
E0836,IT,Junior,Stay,1435.27,1347.94,28,5.0,14,1,USA,0,87.33,0.94
E0837,Operations,Mid,Supplies,1718.93,1687.59,11,3.4,8,1,USA,0,31.34,0.98
E0838,IT,Mid,Stay,1466.99,1292.71,8,2.4,14,1,USA,0,174.28,0.88
E0839,HR,Junior,Food,1262.57,981.92,1,4.2,11,1,UAE,0,280.65,0.78
E0840,Sales,Junior,Supplies,1373.64,1306.32,8,4.3,10,0,India,0,67.32,0.95
E0841,Finance,Executive,Supplies,1097.42,821.93,7,4.6,3,1,USA,0,275.49,0.75
E0842,Sales,Executive,Food,888.02,627.55,26,2.9,2,1,India,1,260.47,0.71
E0843,Finance,Mid,Food,1347.04,1309.93,24,3.5,10,1,USA,0,37.11,0.97
E0844,Operations,Junior,Travel,1302.85,1136.89,4,4.6,4,1,UAE,0,165.96,0.87
E0845,Finance,Junior,Client Entertainment,1116.78,805.08,12,4.6,14,1,UK,0,311.7,0.72
E0846,IT,Mid,Supplies,922.16,805.9,1,2.1,3,1,UK,0,116.26,0.87
E0847,Finance,Executive,Supplies,899.98,669.14,9,4.0,1,1,USA,0,230.84,0.74
E0848,Operations,Junior,Food,836.52,593.44,25,3.8,2,1,UK,0,243.08,0.71
E0849,HR,Senior,Food,1502.28,1104.11,5,2.3,6,1,India,0,398.17,0.73
E0850,HR,Junior,Client Entertainment,1471.37,1372.1,6,4.8,11,1,USA,0,99.27,0.93
E0851,Finance,Executive,Food,1454.2,1347.61,2,3.3,1,1,USA,0,106.59,0.93
E0852,Sales,Mid,Stay,579.26,510.5,13,4.0,0,1,India,0,68.76,0.88
E0853,IT,Senior,Stay,856.28,653.17,15,4.6,1,1,India,0,203.11,0.76
E0854,Operations,Junior,Stay,897.04,826.8,5,2.4,11,1,Singapore,0,70.24,0.92
E0855,IT,Mid,Stay,757.54,623.01,21,4.6,7,1,India,1,134.53,0.82
E0856,Finance,Junior,Client Entertainment,1745.04,1488.91,7,4.2,7,1,India,0,256.13,0.85
E0857,Finance,Junior,Supplies,1160.19,1124.56,0,4.5,11,1,USA,0,35.63,0.97
E0858,HR,Executive,Stay,1131.44,947.42,19,3.5,9,1,India,0,184.02,0.84
E0859,HR,Executive,Food,813.63,722.43,14,2.1,1,1,UK,0,91.2,0.89
E0860,Finance,Senior,Stay,1344.84,1329.41,16,4.0,5,1,USA,0,15.43,0.99
E0861,Sales,Mid,Client Entertainment,1876.61,1567.76,23,3.1,10,1,UK,1,308.85,0.84
E0862,HR,Senior,Food,1032.38,896.33,17,3.2,11,1,India,0,136.05,0.87
E0863,HR,Junior,Stay,906.59,793.56,23,3.3,10,1,UK,0,113.03,0.88
E0864,IT,Junior,Supplies,963.77,744.23,2,3.5,10,0,Singapore,1,219.54,0.77
E0865,IT,Junior,Food,871.18,802.42,23,4.0,6,1,India,1,68.76,0.92
E0866,HR,Mid,Food,998.85,916.94,5,4.2,0,1,India,0,81.91,0.92
E0867,Finance,Mid,Supplies,755.41,577.18,16,4.3,6,1,Singapore,0,178.23,0.76
E0868,Finance,Junior,Food,645.38,454.35,22,4.0,11,1,India,1,191.03,0.7
E0869,Operations,Mid,Stay,991.5,991.19,12,4.4,10,1,India,0,0.31,1.0
E0870,Operations,Senior,Food,1032.44,902.84,22,2.4,7,1,India,0,129.6,0.87
E0871,IT,Mid,Stay,890.75,671.9,21,4.5,8,1,India,1,218.85,0.75
E0872,IT,Junior,Supplies,1582.79,1242.6,16,3.2,13,1,India,0,340.19,0.79
E0873,Sales,Junior,Travel,1166.2,1032.48,20,3.6,7,1,USA,0,133.72,0.89
E0874,IT,Junior,Supplies,1296.98,961.43,15,3.3,2,1,UK,0,335.55,0.74
E0875,Finance,Junior,Stay,1307.61,929.95,16,3.4,7,1,India,0,377.66,0.71
E0876,Finance,Mid,Client Entertainment,1041.86,978.87,0,2.9,2,1,Singapore,0,62.99,0.94
E0877,Sales,Mid,Supplies,1087.46,994.76,15,2.5,5,1,USA,1,92.7,0.91
E0878,Sales,Mid,Client Entertainment,655.93,520.08,5,2.3,3,1,UAE,0,135.85,0.79
E0879,Finance,Mid,Client Entertainment,1262.39,905.83,7,3.4,6,1,UAE,0,356.56,0.72
E0880,IT,Senior,Stay,866.67,733.1,0,2.4,7,1,UK,1,133.57,0.85
E0881,IT,Junior,Stay,744.1,582.52,1,2.7,9,0,UAE,1,161.58,0.78
E0882,Sales,Mid,Travel,1520.79,1246.03,14,2.4,5,1,UK,0,274.76,0.82
E0883,Finance,Senior,Food,467.1,365.36,4,2.3,9,1,Singapore,0,101.74,0.78
E0884,Finance,Junior,Supplies,1687.63,1270.08,23,4.6,3,0,India,1,417.55,0.75
E0885,Sales,Junior,Stay,1655.97,1351.43,26,4.0,7,1,India,1,304.54,0.82
E0886,Finance,Senior,Supplies,911.1,901.51,19,4.8,6,1,UK,0,9.59,0.99
E0887,Sales,Junior,Client Entertainment,1714.08,1336.76,14,3.9,9,1,USA,0,377.32,0.78
E0888,IT,Mid,Food,644.66,516.24,29,4.5,14,1,Singapore,0,128.42,0.8
E0889,Finance,Junior,Travel,1397.64,1116.39,20,3.7,7,1,Singapore,0,281.25,0.8
E0890,IT,Mid,Supplies,1006.72,849.76,9,3.4,12,1,India,0,156.96,0.84
E0891,Sales,Junior,Food,277.44,264.42,4,3.6,9,1,Singapore,1,13.02,0.95
E0892,Operations,Junior,Travel,747.6,613.5,2,3.0,6,1,India,0,134.1,0.82
E0893,Sales,Mid,Supplies,930.2,876.1,5,4.0,13,1,India,0,54.1,0.94
E0894,IT,Junior,Food,1311.6,963.38,20,4.7,2,1,USA,0,348.22,0.73
E0895,Sales,Mid,Stay,809.17,783.66,14,4.3,2,1,India,0,25.51,0.97
E0896,IT,Junior,Supplies,890.74,673.04,17,3.4,8,1,USA,0,217.7,0.76
E0897,IT,Junior,Food,1216.39,865.78,13,4.9,13,1,USA,0,350.61,0.71
E0898,Operations,Junior,Travel,1195.24,893.45,9,5.0,6,0,India,0,301.79,0.75
E0899,Finance,Junior,Food,963.31,729.44,29,3.5,11,1,UK,0,233.87,0.76
E0900,Finance,Executive,Stay,878.86,749.27,3,4.6,0,1,USA,0,129.59,0.85
E0901,IT,Junior,Supplies,1375.72,1148.7,10,2.0,2,1,India,1,227.02,0.83
E0902,Finance,Mid,Supplies,876.61,801.89,19,2.2,10,1,India,0,74.72,0.91
E0903,Finance,Junior,Supplies,524.25,374.99,6,2.1,0,1,Singapore,1,149.26,0.72
E0904,HR,Junior,Stay,842.24,715.32,14,4.3,5,1,Singapore,0,126.92,0.85
E0905,IT,Executive,Travel,1218.73,974.67,22,2.2,12,1,India,0,244.06,0.8
E0906,Operations,Junior,Supplies,940.28,836.11,8,2.1,1,1,India,0,104.17,0.89
E0907,Sales,Executive,Travel,798.89,569.7,14,2.4,6,1,Singapore,0,229.19,0.71
E0908,IT,Junior,Food,498.08,353.88,25,2.9,7,1,USA,1,144.2,0.71
E0909,IT,Senior,Travel,942.43,780.49,11,3.4,14,1,India,0,161.94,0.83
E0910,IT,Mid,Travel,1091.17,1029.41,17,2.2,12,1,USA,0,61.76,0.94
E0911,HR,Senior,Supplies,597.05,538.13,5,3.5,12,0,USA,0,58.92,0.9
E0912,IT,Mid,Client Entertainment,924.29,651.63,17,2.7,12,1,UK,0,272.66,0.71
E0913,Sales,Mid,Client Entertainment,562.44,423.82,24,2.8,14,1,India,1,138.62,0.75
E0914,IT,Junior,Stay,948.49,728.46,17,4.5,5,1,USA,0,220.03,0.77
E0915,HR,Junior,Stay,1690.2,1397.65,21,5.0,4,1,India,0,292.55,0.83
E0916,IT,Executive,Client Entertainment,1068.69,936.18,23,3.4,9,1,UAE,1,132.51,0.88
E0917,IT,Junior,Food,367.37,281.02,5,3.0,3,1,UK,0,86.35,0.76
E0918,Operations,Mid,Supplies,1132.45,922.67,27,4.8,8,1,UK,1,209.78,0.81
E0919,Sales,Senior,Supplies,1524.73,1334.41,14,3.5,7,0,UK,1,190.32,0.88
E0920,Finance,Junior,Food,446.38,363.81,18,4.2,4,0,USA,1,82.57,0.82
E0921,Operations,Executive,Food,581.8,432.25,4,3.2,12,1,UAE,0,149.55,0.74
E0922,HR,Senior,Client Entertainment,1103.34,935.08,3,2.6,0,1,India,0,168.26,0.85
E0923,Operations,Mid,Stay,965.15,769.42,16,4.0,7,1,Singapore,0,195.73,0.8
E0924,Sales,Senior,Food,1484.47,1423.99,20,4.0,7,1,India,0,60.48,0.96
E0925,IT,Junior,Stay,927.75,865.3,9,3.4,6,1,India,0,62.45,0.93
E0926,Finance,Junior,Travel,1330.18,1007.06,11,2.8,6,1,USA,0,323.12,0.76
E0927,IT,Mid,Supplies,1611.24,1201.65,4,4.5,7,0,UK,1,409.59,0.75
E0928,HR,Junior,Client Entertainment,652.96,525.18,6,2.8,0,1,Singapore,1,127.78,0.8
E0929,Sales,Senior,Supplies,1299.07,1069.98,11,4.0,14,0,USA,1,229.09,0.82
E0930,IT,Executive,Client Entertainment,839.66,822.53,22,3.2,14,0,USA,0,17.13,0.98
E0931,Finance,Mid,Travel,113.91,90.04,1,3.4,11,1,UAE,0,23.87,0.79
E0932,Sales,Junior,Supplies,1190.55,1143.26,29,2.6,2,1,India,1,47.29,0.96
E0933,Operations,Executive,Travel,1239.78,1055.78,19,3.9,3,1,Singapore,0,184.0,0.85
E0934,HR,Mid,Client Entertainment,380.3,367.25,16,2.7,10,1,USA,0,13.05,0.97
E0935,Finance,Mid,Food,818.43,745.25,12,3.5,5,0,India,0,73.18,0.91
E0936,IT,Mid,Supplies,750.8,685.12,4,3.0,9,1,India,0,65.68,0.91
E0937,Finance,Executive,Travel,1324.0,1132.86,4,4.9,14,0,USA,1,191.14,0.86
E0938,Operations,Mid,Supplies,380.32,362.1,19,4.9,11,1,India,0,18.22,0.95
E0939,Finance,Senior,Supplies,1042.7,809.48,25,4.3,9,1,India,1,233.22,0.78
E0940,HR,Senior,Supplies,100.0,97.22,11,5.0,8,1,India,0,2.78,0.97
E0941,IT,Junior,Stay,1151.8,1026.3,11,2.3,3,1,India,1,125.5,0.89
E0942,HR,Mid,Travel,1050.05,873.24,6,5.0,5,1,USA,0,176.81,0.83
E0943,Sales,Senior,Travel,795.62,791.36,5,2.3,8,1,Singapore,1,4.26,0.99
E0944,Sales,Mid,Supplies,1571.32,1506.27,28,3.2,13,1,India,1,65.05,0.96
E0945,IT,Senior,Food,100.0,93.16,9,2.7,13,1,USA,0,6.84,0.93
E0946,Finance,Executive,Supplies,992.74,776.49,18,4.9,12,0,India,0,216.25,0.78
E0947,Finance,Mid,Stay,1479.04,1467.39,15,3.9,8,1,USA,0,11.65,0.99
E0948,Operations,Senior,Client Entertainment,1051.52,970.45,1,3.8,14,1,Singapore,0,81.07,0.92
E0949,Operations,Senior,Stay,1546.43,1363.28,3,5.0,5,1,USA,0,183.15,0.88
E0950,HR,Senior,Food,819.77,800.54,8,3.8,4,1,Singapore,0,19.23,0.98
E0951,Sales,Mid,Supplies,933.14,698.6,25,3.9,2,1,USA,1,234.54,0.75
E0952,Sales,Junior,Travel,1493.3,1107.59,4,2.1,4,1,USA,0,385.71,0.74
E0953,Finance,Mid,Supplies,1357.82,1180.1,0,4.6,14,1,USA,0,177.72,0.87
E0954,Operations,Mid,Food,1959.7,1405.13,10,4.9,2,1,Singapore,0,554.57,0.72
E0955,IT,Mid,Travel,1041.13,936.18,18,4.9,4,0,UAE,0,104.95,0.9
E0956,IT,Senior,Stay,1080.1,834.08,24,2.7,12,1,USA,0,246.02,0.77
E0957,HR,Mid,Client Entertainment,815.44,599.93,22,2.7,9,0,Singapore,1,215.51,0.74
E0958,Finance,Mid,Client Entertainment,918.38,755.69,2,3.1,9,1,India,0,162.69,0.82
E0959,Finance,Junior,Supplies,1431.23,1201.92,0,2.9,14,0,UAE,1,229.31,0.84
E0960,Sales,Senior,Stay,999.89,751.07,3,2.9,0,1,India,0,248.82,0.75
E0961,Finance,Mid,Food,677.08,482.4,8,3.8,5,1,India,0,194.68,0.71
E0962,Sales,Junior,Client Entertainment,849.58,700.24,27,4.4,6,1,India,1,149.34,0.82
E0963,IT,Junior,Stay,963.87,894.33,15,4.8,1,0,UAE,1,69.54,0.93
E0964,IT,Senior,Supplies,703.0,676.46,6,2.2,2,1,Singapore,0,26.54,0.96
E0965,IT,Mid,Travel,816.82,595.68,4,2.8,9,1,UAE,0,221.14,0.73
E0966,IT,Junior,Supplies,600.08,514.51,12,2.8,8,1,Singapore,0,85.57,0.86
E0967,Sales,Executive,Supplies,830.96,647.33,10,3.1,7,1,USA,0,183.63,0.78
E0968,IT,Senior,Stay,1466.48,1191.36,13,3.3,3,1,UAE,0,275.12,0.81
E0969,HR,Executive,Client Entertainment,1019.36,999.0,21,3.2,10,1,UAE,0,20.36,0.98
E0970,HR,Mid,Stay,1984.53,1598.78,16,4.9,11,1,USA,0,385.75,0.81
E0971,Sales,Mid,Travel,694.45,562.23,22,3.3,7,0,India,1,132.22,0.81
E0972,Operations,Senior,Stay,1194.2,910.96,11,3.7,10,1,UK,0,283.24,0.76
E0973,Sales,Mid,Food,1088.88,1075.82,20,4.2,7,1,UAE,0,13.06,0.99
E0974,IT,Senior,Supplies,1260.18,1054.7,22,4.2,13,1,Singapore,0,205.48,0.84
E0975,Finance,Junior,Client Entertainment,757.57,659.93,20,3.7,5,0,Singapore,0,97.64,0.87
E0976,IT,Mid,Travel,852.61,712.74,20,4.6,13,1,UAE,0,139.87,0.84
E0977,HR,Junior,Supplies,1162.9,902.27,18,3.9,0,0,Singapore,1,260.63,0.78
E0978,Finance,Junior,Stay,798.13,752.74,4,4.6,1,1,UK,0,45.39,0.94
E0979,HR,Junior,Food,290.61,205.91,23,2.9,3,1,UK,0,84.7,0.71
E0980,HR,Junior,Stay,1524.18,1382.54,29,2.4,3,1,India,1,141.64,0.91
E0981,IT,Executive,Supplies,1355.24,1190.28,7,4.5,1,1,USA,0,164.96,0.88
E0982,Sales,Junior,Travel,833.15,619.26,1,3.1,8,1,USA,0,213.89,0.74
E0983,Finance,Mid,Client Entertainment,1087.33,815.25,26,4.0,1,0,Singapore,0,272.08,0.75
E0984,Finance,Senior,Supplies,1402.73,1259.33,16,4.2,12,1,USA,0,143.4,0.9
E0985,Sales,Mid,Travel,1537.69,1220.37,1,3.0,12,1,India,0,317.32,0.79
E0986,HR,Junior,Supplies,1041.7,812.24,26,3.5,5,1,India,0,229.46,0.78
E0987,Sales,Senior,Food,765.86,549.69,22,4.7,4,1,UK,0,216.17,0.72
E0988,IT,Mid,Stay,1585.71,1474.62,2,4.6,3,1,USA,0,111.09,0.93
E0989,IT,Senior,Client Entertainment,1037.89,1001.36,23,4.2,5,1,India,0,36.53,0.96
E0990,Sales,Senior,Travel,941.12,890.26,19,4.3,3,1,India,0,50.86,0.95
E0991,Sales,Executive,Client Entertainment,1105.29,928.23,25,4.7,8,0,USA,1,177.06,0.84
E0992,Sales,Mid,Client Entertainment,1461.89,1257.5,25,4.2,10,1,India,1,204.39,0.86
E0993,IT,Junior,Client Entertainment,984.48,760.69,23,3.0,9,1,India,0,223.79,0.77
E0994,HR,Mid,Travel,1394.4,1048.39,29,2.4,14,1,India,1,346.01,0.75
E0995,IT,Junior,Travel,916.58,867.91,17,3.3,6,1,USA,0,48.67,0.95
E0996,Finance,Senior,Client Entertainment,1243.62,1168.39,28,2.3,14,1,USA,0,75.23,0.94
E0997,Operations,Junior,Stay,620.76,579.3,29,2.3,2,1,India,0,41.46,0.93
E0998,Finance,Junior,Supplies,1427.84,1197.97,14,4.9,11,1,Singapore,0,229.87,0.84
E0999,Operations,Senior,Client Entertainment,729.58,699.93,4,4.0,9,1,India,0,29.65,0.96
E1000,IT,Mid,Food,1183.71,1157.52,21,4.6,3,1,India,0,26.19,0.98
E1001,Finance,Mid,Client Entertainment,405.37,323.69,16,3.9,0,1,India,0,81.68,0.8
E1002,HR,Mid,Travel,1009.93,775.03,13,3.3,5,1,India,0,234.9,0.77
E1003,Operations,Senior,Supplies,1075.25,902.43,0,2.1,1,1,India,0,172.82,0.84
E1004,Sales,Junior,Food,727.47,548.37,13,4.9,3,1,India,0,179.1,0.75
E1005,Sales,Senior,Supplies,956.09,922.82,8,2.2,12,1,USA,1,33.27,0.97
